"id"	"short_desc"	"missing"	"mean"	"sd"	"pvalue"	"q"	"pheno.df.q[, 7]"
"MP:0000245"	"abnormal erythropoiesis"	1	2.405	1.27066501863772	0.419	0.445039548022599	""
"MP:0009674"	"decreased birth weight"	1	2.118	1.17620553453019	0.419	0.445039548022599	"\"reduction in average weight at birth compared to controls\"\" [RGD:cur]\""
"MP:0003084"	"abnormal skeletal muscle fiber morphology"	1	2.432	1.27789240901142	0.432	0.457554929577465	"\"any structural anomaly of the skeletal muscle fibers, the large multinucleated cells that make up the skeletal muscles\"\" [ISBN:0-683-40008-8, MGI:smb]\""
"MP:0003229"	"abnormal vitelline vasculature morphology"	1	2.432	1.27318380330453	0.437	0.460257703081232	"\"any structural anomaly of the vascular network that supplies the yolk sac\"\" [MGI:csmith]\""
"MP:0000267"	"abnormal heart development"	1	2.155	1.1985038220262	0.439	0.461072625698324	""
"MP:0004200"	"decreased fetal size"	1	2.357	1.31730265553755	0.448	0.469214484679666	"\"smaller proportions of a fetus compared to littermates (sensu Mus: from E14 through birth)\"\" [MGI:csmith]\""
"MP:0003633"	"abnormal nervous system physiology"	1	2.498	1.32277955296631	0.455	0.474947368421053	""
"MP:0001127"	"small ovary"	1	2.063	1.18000992513768	0.456	0.474947368421053	"\"reduced size of the female reproductive gland containing the germ cells\"\" [ISBN:0-683-40008-8]\""
"MP:0002151"	"abnormal neural tube morphology/development"	1	2.178	1.27433902080253	0.465	0.482983425414365	""
"MP:0001436"	"abnormal suckling behavior"	1	2.185	1.33137055230599	0.472	0.488903581267218	"\"reduced ability or inability to exert suction by the mouth, or atypical suckling pattern\"\" [J:16461]\""
"MP:0001326"	"retinal degeneration"	1	2.018	1.23661036919686	0.482	0.49789010989011	"\"retrogressive pathological change in the thin layer of neural tissue lining the back of the eyeball, which contains visual receptors and can result in the impairment or cessation of retinal neural function\"\" [ISBN:0-683-40008-8, MGI:pretel]\""
"MP:0011089"	"complete perinatal lethality"	1	2.392	1.45204836160661	0.498	0.511606557377049	"\"death of all organisms of a given genotype in a population within the perinatal period (Mus: E18.5 through postnatal day 1)\"\" [MGI:csmith]\""
"MP:0000208"	"decreased hematocrit"	1	2.238	1.37085201069818	0.5	0.512261580381471	""
"MP:0002896"	"abnormal bone mineralization"	1	2.007	1.27694227809309	0.505	0.515978260869565	"\"defect in the process by which minerals are deposited into bone\"\" [MGI:csmith]\""
"MP:0002451"	"abnormal macrophage physiology"	0	3.558	1.66775820112432	0.021	0.262060606060606	"\"any functional anomaly of the large mononuclear phagocytes which differentiate from monocytes, are typically resident in a particular tissue, and capable of phagocytosing a variety of extracellular particulate material, including immune complexes, microorganisms, and dead cells\"\" [CL:0000235, MGI:csmith]\""
"MP:0002152"	"abnormal brain morphology"	0	3.578	1.61509272938879	0.023	0.262060606060606	""
"MP:0010770"	"preweaning lethality"	0	4.097	1.84959779736353	0.023	0.262060606060606	"\"death anytime between fertilization and weaning age (Mus: approximately 3-4 weeks of age)\"\" [MGI:Sanger_Karp]\""
"MP:0000352"	"decreased cell proliferation"	0	3.554	1.53082573385328	0.026	0.274378378378378	"\"reduction in the expansion rate of a cell population by cell division\"\" [MGI:csmith]\""
"MP:0004852"	"decreased testis weight"	0	3.771	1.61715001597693	0.027	0.274378378378378	"\"reduced average weight of the male reproductive glands\"\" [MGI:csmith]\""
"MP:0001505"	"hunched posture"	0	3.114	1.43981841809204	0.028	0.277052631578947	"\"stooped low with the limbs pulled in close to the body and arched back\"\" [J:30404, J:67231]\""
"MP:0011109"	"partial lethality throughout fetal growth and development"	0	3.262	1.42104728118926	0.03	0.289230769230769	"\"the appearance of lower than Mendelian ratios of organisms of a given genotype due to death of some, but not all of the organisms between the completion of organogenesis and birth (Mus: E14 to approximately E18.5)\"\" [MGI:csmith]\""
"MP:0008762"	"embryonic lethality"	0	3.126	1.49276667713087	0.035	0.307636363636364	"\"death of an animal within the embryonic period prior to organogenesis (Mus: prior to E14)\"\" [MGI:csmith]\""
"MP:0001393"	"ataxia"	0	3.916	1.7308783723705	0.039	0.318782608695652	"\"inability to coordinate voluntary muscular movements\"\" [ISBN:0-683-40008-8]\""
"MP:0005404"	"abnormal axon morphology"	0	3.33	1.53930811388411	0.049	0.361254901960784	"\"any structural anomaly of the single process of a nerve cell that normally conducts impulses away from the cell body\"\" [ISBN:0-683-40008-8]\""
"MP:0001718"	"abnormal visceral yolk sac morphology"	0	2.525	1.27553988648023	0.051	0.361811320754717	"\"any structural anomaly of the extraembryonic tissue membrane, formed from the visceral endoderm and the extraembryonic mesoderm, which is located ventral to the embryonic disc and is connected to the presumptive midgut of the embryo; the yolk that it contains is the site of embryonic hematopoiesis and vitelline circulation is involved in early embryonic circulation; it is the origin of the primordial germ cells\"\" [ISBN10:9780123364258, ISBN:0-683-40008-8, PMID:21123814]\""
"MP:0001922"	"reduced male fertility"	0	3.475	1.65169703732346	0.057	0.376	"\"reduced ability of male to produce live offspring\"\" [ISBN:0-683-40008-8]\""
"MP:0000788"	"abnormal cerebral cortex morphology"	0	3.107	1.55691199975303	0.063	0.401066666666667	"\"any structural anomaly of thin layer of grey matter on the surface of the cerebral hemisphere that develops from the telencephalon and folds into gyri; it is responsible for intellectual faculties and higher mental functions\"\" [MESH:A08.186.211.730.885.287.500]\""
"MP:0008872"	"abnormal physiological response to xenobiotic"	0	2.243	1.11857150071071	0.071	0.404059701492537	"\"any anomaly in the physiological or morphological changes induced by a foreign compound, such as changes in blood pressure, changes in hormone or protein levels or hypertrophy or hypotrophy of an organ\"\" [MGI:smb]\""
"MP:0002020"	"increased tumor incidence"	0	2.849	1.45956477394096	0.074	0.407774647887324	""
"MP:0001790"	"abnormal immune system physiology"	0	2.745	1.43528221442162	0.075	0.407774647887324	""
"MP:0001575"	"cyanosis"	0	2.807	1.46352071829984	0.076	0.407774647887324	"\"a dark bluish or purple skin discoloration resulting from deficient oxygenation of the blood\"\" [ISBN:0-683-40008-8]\""
"MP:0006325"	"impaired hearing"	0	2.224	1.17098044184999	0.077	0.407774647887324	"\"reduced ability to perceive auditory stimuli\"\" [MGI:smb]\""
"MP:0001363"	"increased anxiety-related response"	0	2.891	1.42939223523922	0.081	0.417205479452055	"\"when compared to controls, subjects exhibit more responses thought to be indicative of anxiety in behavioral tests\"\" [MGI:cwg]\""
"MP:0001614"	"abnormal blood vessel morphology"	0	2.416	1.30331985431154	0.105	0.432183908045977	""
"MP:0006009"	"abnormal neuronal migration"	0	2.12	1.2422331275341	0.111	0.432183908045977	"\"any anomaly in the movement of immature neurons from germinal zones to specific positions where they will reside as they mature\"\" [MGI:smb]\""
"MP:0004753"	"abnormal miniature excitatory postsynaptic currents"	0	2.5	1.33333333333333	0.115	0.432183908045977	"\"defect in the size or duration of spontaneous currents detected in postsynaptic cells that occur in the absence of an excitatory impulse\"\" [MGI:smb]\""
"MP:0001525"	"impaired balance"	0	2.046	1.25197901398204	0.12	0.432183908045977	"\"reduced ability of an animal to maintain equilibrium\"\" [ISBN:0-683-40008-8, MGI:csmith]\""
"MP:0001953"	"respiratory failure"	0	2.129	1.2969352493633	0.124	0.432183908045977	"\"cessation of or failure to commence breathing\"\" [MGI:csmith]\""
"MP:0002066"	"abnormal motor capabilities/coordination/movement"	0	2.26	1.30003464957288	0.124	0.432183908045977	"\"altered ability to coordinate voluntary movement or repetitive, compulsive movements\"\" [MGI:csmith]\""
"MP:0002206"	"abnormal CNS synaptic transmission"	0	2.362	1.36044360662499	0.125	0.432183908045977	"\"defect in the communication from a neuron to a target across a synapse in the central nervous system\"\" [MESH:G04.335.880.850]\""
"MP:0002085"	"abnormal embryonic tissue morphology"	0	2.3	1.36596700760519	0.133	0.432183908045977	""
"MP:0006317"	"decreased urine sodium level"	0	1.562	0.904972361442588	0.136	0.432183908045977	""
"MP:0003077"	"abnormal cell cycle"	0	2.101	1.31168575486643	0.138	0.432183908045977	"\"failure to progress or abnormal progression through the stages of the cell cycle\"\" [MGI:smb]\""
"MP:0000774"	"decreased brain size"	0	2.145	1.32428423260595	0.141	0.432183908045977	""
"MP:0005092"	"decreased double-positive T cell number"	0	2.063	1.32770244926858	0.142	0.432183908045977	"\"less than the expected number of the subset of T cells found in the thymus that express both CD4 and CD8\"\" [ISBN:0-8153-1691-7]\""
"MP:0001325"	"abnormal retina morphology"	0	2.085	1.31966530473318	0.146	0.432183908045977	"\"any structural anomaly of the thin layer of neural tissue lining the back of the eyeball which contains visual receptors\"\" [MGI:cwg]\""
"MP:0003305"	"proctitis"	0	1.22	0.685616561986414	0.149	0.432183908045977	"\"local accumulation of fluid, plasma proteins, and leukocytes in the mucous membrane of the rectum\"\" [MESH:C06.405.205.865, NCBI:matt]\""
"MP:0009310"	"increased large intestine adenocarcinoma incidence"	0	1.22	0.685616561986414	0.149	0.432183908045977	"\"higher than normal incidence of a malignant neoplasm of epithelial cells in the large intestine\"\" [MGI:anna]\""
"MP:0000747"	"muscle weakness"	0	1.611	0.998336454145433	0.155	0.432183908045977	"\"loss of muscle strength\"\" [MGI:csmith]\""
"MP:0006380"	"abnormal spermatid morphology"	0	1.765	1.08395108282152	0.161	0.432183908045977	"\"any structural anomaly of the male germ cells that without further cell division give rise to mature spermatozoa\"\" [ISBN:0-8036-0655-99, MGI:smb]\""
"MP:0005598"	"decreased ventricle muscle contractility"	0	1.676	1.01983531222647	0.163	0.432183908045977	"\"reduced ability of the heart ventricle muscle to shorten or to develop increased tension, often measured by ventricular ejection fraction volume\"\" [ISBN:0-683-40008-8, RGD:cur]\""
"MP:0001806"	"decreased IgM level"	0	2.132	1.35661948106918	0.164	0.432183908045977	""
"MP:0009937"	"abnormal neuron differentiation"	0	2.004	1.34900103921524	0.164	0.432183908045977	""
"MP:0001242"	"hyperkeratosis"	0	1.586	0.99578893124778	0.167	0.432183908045977	""
"MP:0001330"	"abnormal optic nerve morphology"	0	1.731	1.08342642242693	0.167	0.432183908045977	""
"MP:0002339"	"abnormal lymph node morphology"	0	1.592	1.02008655347307	0.168	0.432183908045977	""
"MP:0010053"	"decreased grip strength"	0	2.071	1.39280253406536	0.168	0.432183908045977	"\"reduced ability to grasp and hold objects, often measured as time spent hanging from an object or wire\"\" [ISBN:0471316393]\""
"MP:0000278"	"abnormal myocardial fiber morphology"	0	1.603	1.0384938466209	0.172	0.432183908045977	""
"MP:0001155"	"arrest of spermatogenesis"	0	1.859	1.14736020300315	0.172	0.432183908045977	"\"block of the process by which spermatogonial stem cells divide and differentiate into spermatozoa\"\" [J:62271]\""
"MP:0000603"	"pale liver"	0	1.598	1.01952706459193	0.173	0.432183908045977	"\"liver lacking normal coloration, often refers to bloodless condition\"\" [PMID:7926784]\""
"MP:0008489"	"slow postnatal weight gain"	0	2.314	1.44134710652274	0.175	0.432183908045977	"\"the weight gain over a span of postnatal developmental time is slower than controls, with or without ever attaining a similar weight to controls as adults\"\" [MGI:csmith]\""
"MP:0004994"	"abnormal brain wave pattern"	0	1.717	1.11810605988929	0.176	0.432183908045977	"\"any anomaly in the standard pattern of rhythmic and rapid fluctuation of electrical potential between parts of the brain, often visualized on an electroencephalogram (EEG); the pattern is often measured to diagnose neurological conditions such as seizure disorders (epilepsy)\"\" [MGI:csmith]\""
"MP:0003052"	"omphalocele"	0	1.818	1.10276565601767	0.177	0.432183908045977	""
"MP:0000218"	"increased leukocyte cell number"	0	1.671	1.09633980177724	0.18	0.432183908045977	"\"greater than normal number of nucleated cells of the myeloid or lymphoid lineages, found in blood or other tissue\"\" [CL:0000738, MESH:A11.118.637]\""
"MP:0001386"	"abnormal maternal nurturing"	0	1.755	1.09826280151027	0.18	0.432183908045977	""
"MP:0001967"	"deafness"	0	1.743	1.12169925078392	0.182	0.432183908045977	""
"MP:0001559"	"hyperglycemia"	0	1.782	1.12059436538461	0.184	0.432183908045977	""
"MP:0000849"	"abnormal cerebellum morphology"	0	1.902	1.1780423522878	0.185	0.432183908045977	"\"any structural anomaly of the part of the metencephalon that lies in the posterior cranial fossa dorsal to the pons and medulla that is concerned with the coordination of movement and learning of motor skills\"\" [ISBN:0838580343, PMID:9778510]\""
"MP:0004215"	"abnormal myocardial fiber physiology"	0	1.587	1.06844399599257	0.186	0.432183908045977	"\"anomaly in the function of the terminally differentiated, non-proliferative, multinucleated muscle cells of the heart\"\" [MGI:smb]\""
"MP:0000284"	"double outlet right ventricle"	0	1.533	1.04785925057185	0.187	0.432183908045977	""
"MP:0005201"	"abnormal retinal pigment epithelium morphology"	0	1.501	1.03492515191683	0.189	0.432183908045977	"\"any structural anomaly in the epithelial layer of the retina composed of cells containing pigment granules\"\" [MESH:A09.371.670]\""
"MP:0003620"	"oliguria"	0	1.395	0.808473022820569	0.191	0.432183908045977	"\"decreased volume of urine produced and excreted\"\" [NCBI:matt]\""
"MP:0008873"	"increased physiological sensitivity to xenobiotic"	0	1.854	1.2000517172706	0.192	0.432183908045977	"\"decrease in the dose or concentration of a foreign compound required to induce a specific level of physiological response\"\" [MGI:smb]\""
"MP:0010402"	"ventricular septal defect"	0	1.616	1.091666494739	0.192	0.432183908045977	""
"MP:0002952"	"ventricular cardiomyopathy"	0	1.136	0.711343805771872	0.194	0.432183908045977	"\"diseases of the ventricles of the heart\"\" [MGI:cwg]\""
"MP:0005140"	"decreased cardiac muscle contractility"	0	1.71	1.1212301981115	0.195	0.432183908045977	""
"MP:0004510"	"myositis"	0	1.135	0.717837231056101	0.197	0.432183908045977	""
"MP:0000280"	"thin ventricular wall"	0	1.671	1.1135524231032	0.198	0.432183908045977	"\"decreased depth of the cardiac wall of the heart ventricles\"\" [PMID:9362461]\""
"MP:0005154"	"increased B cell proliferation"	0	1.722	1.11173375947299	0.2	0.432183908045977	"\"greater than normal expansion rate of the B cell population by cell division in response to stimuli\"\" [MGI:csmith, MGI:cwg]\""
"MP:0001504"	"abnormal posture"	0	1.965	1.20798767966989	0.201	0.432183908045977	"\"atypical intentionally or habitually assumed position of the limbs or carriage of the body\"\" [ISBN:0-683-40008-8]\""
"MP:0001523"	"impaired righting response"	0	1.815	1.16967651217896	0.201	0.432183908045977	"\"reduced ability or greater amount of time needed to recover from an unnatural position to a normal position and/or to resist any force acting to place an organism into a false position\"\" [ISBN:0-683-40008-8]\""
"MP:0005202"	"lethargy"	0	1.833	1.17834608647014	0.202	0.432183908045977	"\"mild impairment of consciousness resulting in reduced alertness and awareness and/or sluggish behavior or inactivity; can be due to generalized brain dysfunction\"\" [ISBN:0-683-40008-8]\""
"MP:0004154"	"renal tubular necrosis"	0	1.418	0.822162971649753	0.204	0.432183908045977	"\"morphological changes resulting from pathological death of renal tubular tissue; usually due to irreversible damage\"\" [MGI:anna]\""
"MP:0000111"	"cleft palate"	0	1.863	1.15480066009877	0.205	0.432183908045977	"\"congenital fissure of the tissues normally uniting to form the palate\"\" [ISBN:0-683-40008-8, PMID:9753320]\""
"MP:0000754"	"paresis"	0	1.42	0.819922113540227	0.206	0.432183908045977	"\"partial loss of power of voluntary movement in a muscle through injury or disease of it or its nerve supply\"\" [ISBN:0-683-40008-8]\""
"MP:0001219"	"thick epidermis"	0	1.745	1.17956193833404	0.206	0.432183908045977	"\"increase in the width of the epidermal cell layer in the skin\"\" [PMID:8941642]\""
"MP:0003141"	"cardiac fibrosis"	0	1.596	1.09452363244563	0.207	0.432183908045977	"\"formation of fibrous tissue within the heart often resulting from inflammation or injury\"\" [MGI:smb]\""
"MP:0001873"	"stomach inflammation"	0	1.19	0.755294955941366	0.208	0.432183908045977	"\"local accumulation of fluid, plasma proteins, and leukocytes in the stomach\"\" [ISBN:0-8153-1691-7, MGI:cwg]\""
"MP:0002100"	"abnormal tooth morphology"	0	1.675	1.17078851452589	0.213	0.432183908045977	""
"MP:0001870"	"salivary gland inflammation"	0	1.118	0.732538471762823	0.214	0.432183908045977	""
"MP:0002968"	"increased circulating alkaline phosphatase level"	0	2	1.25362337708403	0.215	0.432183908045977	""
"MP:0001246"	"mixed cellular infiltration to dermis"	0	1.072	0.715071553991156	0.222	0.432183908045977	"\"gradual accumulation of mixed cell types in the dermis that are not normally found there\"\" [J:65416]\""
"MP:0004924"	"abnormal behavior"	0	1.839	1.25724288013878	0.222	0.432183908045977	"\"any anomaly in the actions, reactions, or performance of an organism in response to external or internal stimuli compared to controls\"\" [MGI:csmith]\""
"MP:0001805"	"decreased IgG level"	0	1.933	1.28536499219605	0.227	0.432183908045977	""
"MP:0004947"	"skin inflammation"	0	1.294	0.83920692815793	0.228	0.432183908045977	"\"local accumulation of fluid, plasma proteins, and leukocytes in the skin\"\" [MGI:csmith]\""
"MP:0003997"	"tonic-clonic seizures"	0	1.75	1.21777788737642	0.229	0.432183908045977	"\"increased number or decreased threshold for the induction of a seizure characterized by initial rigidity followed by rhythmic jerking movements\"\" [MGI:smb]\""
"MP:0000812"	"abnormal dentate gyrus morphology"	0	1.617	1.14526094084389	0.23	0.432183908045977	"\"any structural anomaly of one of two interlocking gyri of the hippocampus formation that contains granule cells, which project to the pyramidal cells and interneurons of the CA3 region of the ammon gyrus\"\" [ISBN:0-683-40008-8, MGI:csmith, PMID:9010203]\""
"MP:0003632"	"abnormal nervous system morphology"	0	1.51	1.13100803674385	0.235	0.432183908045977	""
"MP:0005616"	"decreased susceptibility to type IV hypersensitivity reaction"	0	1.307	0.837527583099478	0.24	0.432183908045977	"\"less likelihood of or resistance to developing an antigen-elicited cellular immune reaction that results in tissue damage, but does not require Ab participation; the response is seen at the area of contact\"\" [ISBN:0-397-51047-0, MGI:cwg]\""
"MP:0008211"	"decreased mature B cell number"	0	1.738	1.23971484337847	0.245	0.432183908045977	"\"reduced number of the mature form of B cells, a type of lymphocyte whose defining characteristic is the expression of an immunoglobulin complex\"\" [CL:0000785, ISBN:0781735149]\""
"MP:0001970"	"abnormal pain threshold"	0	1.074	0.759671706134368	0.254	0.432183908045977	"\"increased or decreased average level of perception of pain\"\" [J:17792]\""
"MP:0002651"	"abnormal sciatic nerve morphology"	0	1.256	0.8609327530099	0.255	0.432183908045977	"\"any structural anomaly of the nerve which originates in the lumbar and sacral spinal cord (L4 to S3) and supplies motor and sensory innervation to the lower extremity\"\" [MESH:A08.800.800.720.450.760]\""
"MP:0002574"	"increased vertical activity"	0	1.454	0.915818062020357	0.256	0.432183908045977	"\"greater than average time spent jumping or rearing\"\" [MGI:cwg]\""
"MP:0000137"	"abnormal vertebrae morphology"	0	1.716	1.23890228786571	0.257	0.432183908045977	"\"any structural anomaly of the bony segments of the spinal column\"\" [ISBN:0-683-40008-8]\""
"MP:0011966"	"abnormal auditory brainstem response waveform shape"	0	1.086	0.77149154188442	0.258	0.432183908045977	"\"any anomaly in the characteristic pattern of electrical activity recording of a series of vertex positive waves generated by neurons in the ascending auditory system, that can be recorded from scalp electrograms by using computer-averaged responses to short tone bursts\"\" [MGI:csmith]\""
"MP:0004738"	"abnormal auditory brainstem response"	0	1.296	0.892850032861724	0.259	0.432183908045977	"\"anomaly in the electrical activity generated in the ascending auditory system in response to short tone bursts; may be used to evaluate sensorineural hearing function; measurements may include the amplitude (the number of neurons firing), latency (the speed of transmission), interpeak latency (the time between peaks), interaural latency (the difference in wave V latency between ears) and threshold\"\" [MGI:anna, MGI:smb]\""
"MP:0005584"	"abnormal enzyme/coenzyme activity"	0	1.86	1.29926444116973	0.261	0.432183908045977	"\"altered ability of any enzyme or their cofactors, to act as catalysts to induce chemical changes in other substances\"\" [ISBN:0-683-40008-8]\""
"MP:0002953"	"thick ventricular wall"	0	1.055	0.778833474872249	0.268	0.432183908045977	"\"increased depth of the cardiac wall of the heart ventricles\"\" [MGI:anna]\""
"MP:0004229"	"abnormal embryonic erythropoiesis"	0	1.171	0.848810626394062	0.269	0.432183908045977	"\"anomaly in the development of primarily large, nucleated erythroblasts occurring in blood islands in the yolk sac, generally occurs from E7-E11 in the mouse and through 10 weeks in humans\"\" [MGI:smb]\""
"MP:0002279"	"abnormal diaphragm morphology"	0	1.073	0.788855685973863	0.271	0.432183908045977	""
"MP:0002736"	"abnormal nociception after inflammation"	0	1.236	0.872390431552906	0.272	0.432183908045977	"\"changes in pain thresholds after inflammation\"\" [MGI:pvb]\""
"MP:0000511"	"abnormal intestinal mucosa morphology"	0	1.232	0.867714773948749	0.273	0.432183908045977	"\"any structural anomaly of the mucous lining of the intestine; this consists of epithelium, lamina propria, and a layer of smooth muscle cells\"\" [ISBN:0-683-40008-8]\""
"MP:0001856"	"myocarditis"	0	1.057	0.786364654196365	0.276	0.432183908045977	"\"inflammation of the heart walls\"\" [MESH:C14.280.238.625, MGI:cwg]\""
"MP:0004965"	"inner cell mass degeneration"	0	1.217	0.876743793636248	0.276	0.432183908045977	"\"a retrogressive impairment of function or destruction of the cells of the blastocyst that develop into the body of the embryo\"\" [MGI:csmith]\""
"MP:0001286"	"abnormal eye development"	0	1.046	0.786449300656121	0.278	0.432183908045977	"\"malformation or arrest of differentiation of the visual organ\"\" [ISBN:0-683-40008-8, MGI:csmith, PMID:9753320]\""
"MP:0003449"	"abnormal intestinal goblet cell morphology"	0	1.213	0.872004238172838	0.278	0.432183908045977	"\"any structural anomaly of a goblet cell that is part of the epithelium of intestinal villus\"\" [CL:1000317]\""
"MP:0001192"	"scaly skin"	0	1.419	0.941448525053455	0.28	0.432183908045977	"\"skin covered with shedding scales\"\" [PMID:8941642]\""
"MP:0001410"	"head bobbing"	0	1.084	0.817075034260386	0.28	0.432183908045977	"\"repetitive up and down movement of the head\"\" [J:17123]\""
"MP:0001745"	"increased circulating corticosterone level"	0	1.024	0.781046755344412	0.282	0.432183908045977	"\"greater than the normal amount of an adrenocortical steroid that induces glycogen deposition and regulates sodium conservation and potassium secretion\"\" [ISBN:0-683-40008-8, MGI:csmith, PMID:10357937]\""
"MP:0005553"	"increased circulating creatinine level"	0	1.19	0.871010136943686	0.282	0.432183908045977	"\"greater than the normal blood concentration of this product of creatine catabolism; abnormal levels indicative of renal dysfunction\"\" [ISBN:0-683-40008-8, RGD:cur]\""
"MP:0005592"	"abnormal vascular smooth muscle morphology"	0	1.222	0.882890421001098	0.286	0.432183908045977	"\"any structural anomaly of the nonstriated, involuntary muscle tissue of the blood vessels\"\" [MGI:cwg]\""
"MP:0004929"	"decreased epididymis weight"	0	1.031	0.78527425505721	0.287	0.432183908045977	"\"reduction in the average weight of the elongated structure connected to the posterior surface of the testis that transports, stores, and matures spermatozoa between testis and vas deferens\"\" [MGI:csmith]\""
"MP:0002843"	"decreased systemic arterial blood pressure"	0	1.181	0.873499858043493	0.288	0.432183908045977	"\"decreased tension of the blood within the systemic arteries\"\" [MGI:csmith]\""
"MP:0001906"	"increased dopamine level"	0	1.06	0.805635804224867	0.289	0.432183908045977	"\"greater than the normal amount of this catecholamine neurotransmitter and neurohormone, derived from tyrosine and the precursor to norepinephrine and epinephrine; functions as a neurotransmitter in the brain and as a hormone to inhibit the release of prolactin from the anterior lobe of the pituitary\"\" [MESH:D02.092.211.215.311.342, MGI:cwg]\""
"MP:0002128"	"abnormal blood circulation"	0	1.183	0.890114208011142	0.289	0.432183908045977	""
"MP:0000281"	"abnormal interventricular septum morphology"	0	1.098	0.833721231042542	0.29	0.432183908045977	""
"MP:0003935"	"abnormal craniofacial development"	0	1.013	0.783226943129796	0.29	0.432183908045977	"\"anomaly in the process of forming the face and/or cranium\"\" [MGI:csmith]\""
"MP:0002192"	"hydrops fetalis"	0	1.041	0.803719456629591	0.291	0.432183908045977	"\"an abnormal accumulation of serous fluid in fetal tissues\"\" [ISBN:0-683-40008-8, MGI:csmith]\""
"MP:0005333"	"decreased heart rate"	0	1.377	0.967371080199737	0.291	0.432183908045977	"\"fewer than average resting heart beats per minute, usually measured by the number of times the heart ventricles contract per unit of time, usually per minute\"\" [MGI:pvb]\""
"MP:0003447"	"decreased tumor growth/size"	0	1.308	0.934885025021799	0.292	0.432183908045977	"\"less than expected development of tumorous growth when compared to controls\"\" [J:65383, MGI:anna]\""
"MP:0004819"	"decreased skeletal muscle mass"	0	1.158	0.861265219184995	0.292	0.432183908045977	"\"reduction in the physical bulk, or total amount of matter contained within skeletal muscle\"\" [MGI:csmith]\""
"MP:0011084"	"partial lethality at weaning"	0	1.469	0.989959099669789	0.292	0.432183908045977	"\"the appearance of lower than Mendelian ratios of organisms of a given genotype due to death of some, but not all of the organisms at weaning age\"\" [MGI:csmith]\""
"MP:0001153"	"small seminiferous tubules"	0	1.446	0.994018144739859	0.294	0.432183908045977	"\"reduced diameter of the tubules in the testes where spermatogenesis occurs\"\" [MGI:smb]\""
"MP:0001845"	"abnormal inflammatory response"	0	1.399	0.986291930298414	0.294	0.432183908045977	"\"aberrant reaction of the microcirculation characterized by movement of fluid and leukocytes from the blood into extravascular tissues\"\" [ISBN:0-397-51047-0]\""
"MP:0002834"	"decreased heart weight"	0	1.07	0.815944707541979	0.294	0.432183908045977	"\"less than average weight of the heart compared to controls\"\" [RGD:cur]\""
"MP:0005330"	"cardiomyopathy"	0	1.231	0.912398745873465	0.294	0.432183908045977	""
"MP:0000495"	"abnormal colon morphology"	0	1.364	0.960430333978694	0.296	0.432183908045977	"\"any structural anomaly of the portion of the large intestine between the cecum and the rectum\"\" [ISBN:0-683-40008-8, MGI:csmith]\""
"MP:0004762"	"increased anti-double stranded DNA antibody level"	0	1.087	0.831939374668084	0.296	0.432183908045977	"\"increase in the level of antibodies that recognize double stranded DNA\"\" [MGI:smb]\""
"MP:0000351"	"increased cell proliferation"	0	1.152	0.878446166630413	0.297	0.432183908045977	"\"increase in the expansion rate of a cell population by cell division\"\" [MGI:csmith]\""
"MP:0008840"	"abnormal spike wave discharge"	0	1.271	0.92434485632442	0.297	0.432183908045977	"\"anomaly in the characteristic epileptiformic electroencephalographic (EEG) activity detected in generalized absence epilepsy\"\" [PMID:16725200]\""
"MP:0001177"	"atelectasis"	0	1.339	0.971093209749724	0.298	0.432183908045977	"\"decrease or absent air in the entire or part of a lung, with resulting loss of lung volume, due to trauma, blockage or congenital defect\"\" [ISBN:0-683-40008-8]\""
"MP:0000220"	"increased monocyte cell number"	0	1.484	1.01230863315926	0.299	0.432183908045977	"\"greater count of the large, phagocytic mononuclear leukocytes produced in the vertebrate bone marrow and released into the blood\"\" [CL:0000576]\""
"MP:0001404"	"no spontaneous movement"	0	1.012	0.790240773739549	0.302	0.432183908045977	"\"failure of neonates or embryos to initiate any voluntary or spontaneous change in position or posture, with or without external stimulus\"\" [ISBN:0-683-40008-8, MGI:csmith]\""
"MP:0002116"	"abnormal craniofacial bone morphology"	0	1.399	0.963705207896962	0.302	0.432183908045977	""
"MP:0005253"	"abnormal eye physiology"	0	1.286	0.936526070689482	0.302	0.432183908045977	"\"any functional anomaly and/or activity of the spheroid organ and optic nerve that serves to detect light\"\" [ISBN:0-683-40008-8]\""
"MP:0001719"	"absent vitelline blood vessels"	0	1.18	0.885654777204066	0.303	0.432183908045977	"\"absence of the vascular network that supplies the yolk sac\"\" [ISBN:0-683-40008-8, MGI:csmith]\""
"MP:0001958"	"emphysema"	0	1.249	0.926205623421094	0.303	0.432183908045977	"\"an abnormal condition of the lung characterized by permanent enlargement of airspaces distal to the terminal bronchioles, accompanied by destruction of their walls and without obvious fibrosis; results in decreased respiratory function including increased air retention and reduced exchange of gases\"\" [ISBN:0-683-40008-8]\""
"MP:0000600"	"liver hypoplasia"	0	1.458	0.994598021929073	0.304	0.432183908045977	"\"underdevelopment or reduced size of the liver, usually due to a reduced number of cells,\"\" [MGI:csmith]\""
"MP:0002642"	"anisocytosis"	0	1.162	0.874368641089398	0.304	0.432183908045977	""
"MP:0006279"	"abnormal limb development"	0	1.045	0.821979714257384	0.304	0.432183908045977	"\"anomaly in the formation of the limbs\"\" [MGI:smb]\""
