"id"	"short_desc"	"missing"	"mean"	"sd"	"pvalue"	"long_desc"
"MP:0000274"	"enlarged heart"	0	1.269	1.08342642242693	0.398	"\"increase over normal size of the heart\"\" [PMID:7477375]\""
"MP:0001851"	"eye inflammation"	0	0.676	0.547104490315446	0.398	"\"local accumulation of fluid, plasma proteins, and leukocytes in the eye\"\" [ISBN:0-8153-1691-7, MGI:cwg]\""
"MP:0001857"	"pericarditis"	0	0.714	0.562601564626797	0.398	"\"inflammation of the pericardium, the fibroserous sac surrounding the heart and the roots of the great vessels\"\" [MESH:C14.280.720, MGI:cwg]\""
"MP:0005289"	"increased oxygen consumption"	0	1.36	1.12056042035031	0.398	"\"greater than the normal rate at which oxygen enters the blood from alveolar gas; this is equal in the steady state to the consumption of oxygen by tissue metabolism throughout the body\"\" [MESH:G06.535.723]\""
"MP:0009481"	"cecum inflammation"	0	0.71	0.560548137285474	0.398	"\"local accumulation of fluid, plasma proteins, and leukocytes in the cecum\"\" [MGI:anna]\""
"MP:0003651"	"abnormal axon extension"	0	1.124	0.991769936833945	0.399	"\"abnormality in the ability of an axon to exhibit long distance growth of a single axon process from a neuron cell body involved in cellular development\"\" [GO:0048675, MGI:monikat]\""
"MP:0003638"	"abnormal response/metabolism to endogenous compounds"	0	1.12	1.01519979837992	0.4	"\"altered ability or inability to metabolize or respond to substances normally present in the body\"\" [MGI:csmith]\""
"MP:0002666"	"increased circulating aldosterone level"	0	0.703	0.559557060632876	0.401	"\"increased in the blood concentration of the hormone that is secreted by the adrenal cortex and regulates sodium conservation and potassium secretion in the distal renal tubule\"\" [ISBN:0-683-40008-8, MGI:pvb]\""
"MP:0011205"	"excessive folding of visceral yolk sac"	0	0.694	0.566290283056918	0.402	"\"the appearance of wrinkles or folds on the surface of the visceral yolk sac\"\" [MGI:csmith, PMID:17881493]\""
"MP:0000493"	"rectal prolapse"	0	0.622	0.513205007165148	0.403	"\"downward movement and external appearance of the rectum through the anus\"\" [ISBN:0-683-40008-8, MGI:tc]\""
"MP:0011460"	"decreased urine chloride ion level"	0	0.683	0.553911380834351	0.404	"\"abnormally low amounts of chloride ion in the urine\"\" [MGI:csmith]\""
"MP:0000597"	"delayed hepatic development"	0	0.692	0.559865563728874	0.405	"\"late onset of the induction and/or differentiation of the liver\"\" [PMID:7926784]\""
"MP:0000961"	"abnormal dorsal root ganglion morphology"	0	1.024	0.950961791203163	0.407	""
"MP:0002872"	"polycythemia"	0	0.603	0.499640511408593	0.407	"\"an excess of circulating red blood cells\"\" [ISBN:0-683-40008-8, MESH:C15.378.738]\""
"MP:0004230"	"abnormal embryonic erythrocyte morphology"	0	0.651	0.539898592784321	0.407	"\"any structural anomaly of the embryonic blood cells that carry oxygen; embryonic erythrocytes arise from yolk sac blood islands and express different types of hemoglobins (beta-H1, gamma-1 and zeta) than adult erythrocytes, and can enucleate in circulation\"\" [MGI:csmith]\""
"MP:0000216"	"absent erythroid progenitor cell"	0	0.614	0.509179009056013	0.408	"\"lack of progenitors of the erythrocyte lineage\"\" [CL:0000038, PMID:7830794]\""
"MP:0001394"	"circling"	0	1.156	1.05772528701113	0.409	"\"repeated movement in a circle; often associated with inner ear defects\"\" [MGI:csmith, PMID:10709991]\""
"MP:0004076"	"abnormal vitelline vascular remodeling"	0	1.026	0.951961254584571	0.411	"\"anomaly in the conversion of the primary (honeycomb-like) vascular plexus of the yolk sac into a mature vascular network\"\" [MGI:smb]\""
"MP:0001255"	"decreased body height"	0	0.743	0.601092598783509	0.412	""
"MP:0004814"	"reduced linear vestibular evoked potential"	0	0.729	0.589836339086451	0.412	"\"reduction of the biphasic response elicited by linear acceleration transients (usually jerk pulses to an animal's head)\"\" [MGI:csmith]\""
"MP:0005426"	"tachypnea"	0	0.777	0.611264790941409	0.414	"\"rapid breathing\"\" [ISBN:0-683-40008-8, MGI:cwg]\""
"MP:0005628"	"decreased circulating potassium level"	0	0.763	0.61090441494902	0.414	"\"less than the normal concentration in the blood of this alkaline metallic element, the most abundant intracellular ion; anomalies in the extracellular (circulating) concentration have important implications for the function of excitable tissues, such as nerve and muscle\"\" [RGD:cur]\""
"MP:0002664"	"decreased circulating adrenocorticotropin level"	0	0.585	0.492968577110162	0.415	"\"decreased concentration in the blood of the pituitary hormone that stimulates the secretion of adrenal cortical steroids and induces growth of the adrenal cortex\"\" [ISBN:0-683-40008-8]\""
"MP:0011167"	"abnormal adipose tissue development"	0	0.633	0.529708968766427	0.415	"\"anomaly in the process of the formation of the connective tissue composed of fat cells enmeshed in areolar tissue\"\" [MESH:A10.165.114, MGI:csmith]\""
"MP:0008559"	"abnormal interferon-gamma secretion"	0	0.584	0.493140129362017	0.416	"\"anomaly in the production or release of the major interferon produced by mitogenically or antigenically stimulated lymphocytes that is involved in immunoregulation\"\" [MESH:D12.644.276.374.440.893]\""
"MP:0001853"	"heart inflammation"	0	0.783	0.623136661816089	0.417	"\"local accumulation of fluid, plasma proteins, and leukocytes in the heart\"\" [ISBN:0-8153-1691-7, MGI:cwg]\""
"MP:0004032"	"abnormal interventricular groove morphology"	0	0.642	0.538633573151661	0.418	"\"any structural anomaly of the indentation dividing the two ventricles, comprised of the sulcus interventricularis anterior and the sulcus interventricularis posterior\"\" [MGI:smb]\""
"MP:0004882"	"enlarged lung"	0	0.688	0.570071031522372	0.419	"\"increased size of the lung compared to controls\"\" [MGI:csmith]\""
"MP:0010466"	"vascular ring"	0	0.637	0.539928256829111	0.42	""
"MP:0000279"	"ventricular hypoplasia"	0	0.771	0.626858797459166	0.421	"\"underdevelopment or reduced size, usually due to a reduced number of cells, of one or both of the two lower chambers of the heart\"\" [ISBN:0-683-40008-8]\""
"MP:0000761"	"thin diaphragm muscle"	0	0.687	0.577377142225395	0.422	"\"reduced thickness of the diaphragm muscle\"\" [MGI:csmith]\""
"MP:0003829"	"impaired febrile response"	0	0.596	0.508962712821915	0.422	"\"reduced or absent febrile response to exogenous or endogenous pyrogens\"\" [MGI:anna]\""
"MP:0010541"	"aorta hypoplasia"	0	0.699	0.578561780394915	0.422	"\"underdevelopment or reduced size of the main trunk of the systemic arterial system that originates from the base of the left ventricle of the heart and extends to the abdomen at the point where it branches into the common iliac arteries, usually due to reduced cell number\"\" [MGI:csmith]\""
"MP:0011799"	"increased urinary bladder weight"	0	0.6	0.512115477467985	0.422	"\"greater than average weight of the distensible musculomembranous organ that serves to collect and store urine excreted by the kidneys compared to controls\"\" [MGI:anna]\""
"MP:0001655"	"multifocal hepatic necrosis"	0	0.794	0.629253494197656	0.423	"\"morphological changes resulting from multiple localized areas of pathological death of liver tissue; usually due to irreversible damage\"\" [MGI:cwg]\""
"MP:0011942"	"decreased fluid intake"	0	0.703	0.584065177982845	0.423	"\"reduction in the total amount of fluid taken in over time when compared to the normal state\"\" [MGI:csmith]\""
"MP:0000262"	"poor arterial differentiation"	0	0.602	0.515617941757133	0.424	"\"failure of or inadequate acquisition of the characteristics and/or functions of the arteries\"\" [ISBN:0-683-40008-8]\""
"MP:0001847"	"brain inflammation"	0	0.797	0.631022336521608	0.424	"\"local accumulation of fluid, plasma proteins, and leukocytes in the brain\"\" [ISBN:0-8153-1691-7, MGI:cwg]\""
"MP:0008088"	"abnormal T-helper 1 cell differentiation"	0	0.621	0.530698257619752	0.425	"\"atypical production of or inability to produce the subset of the type of T-helper cell whose cytokine production favors cellular immune responses and delayed type hypersensitivity\"\" [CL:0000545, ISBN:0781735149, MGI:csmith]\""
"MP:0009645"	"crystalluria"	0	0.787	0.635637502854445	0.425	"\"excretion of crystalline material in the urine\"\" [ISBN:0-683-40008-8]\""
"MP:0003394"	"increased cardiac output"	0	0.584	0.503187039973405	0.426	"\"greater than normal blood volume pumped by each ventricle per minute\"\" [MESH:E01.370.370.380.150, MGI:smb, NCBI:matt]\""
"MP:0003953"	"abnormal hormone level"	0	0.739	0.610943739023695	0.426	"\"aberrant tissue or circulating concentration of any substance, usually a peptide or steroid, that has a specific metabolic regulatory effect on the activity or behavior of cells expressing a receptor for the hormone\"\" [MESH:D06.472]\""
"MP:0005407"	"hyperalgesia"	0	0.628	0.540285024693363	0.427	"\"increased sensitivity to painful stimuli; can be due to inflammatory response or due to damage to soft tissue containing nociceptors or injury to a peripheral nerve; it can be primary (at the site of the injury) or secondary (in the surrounding undamaged area)\"\" [MESH:C10.597.751.791.400]\""
"MP:0000479"	"abnormal enterocyte morphology"	0	0.819	0.636116061457061	0.428	"\"any structural anomaly of the epithelial cells that have an apical plasma membrane folded into microvilli to provide ample surface for the absorption of nutrients from the intestinal lumen\"\" [CL:0000584]\""
"MP:0002351"	"abnormal cervical lymph node morphology"	0	0.61	0.525524667523967	0.428	"\"any structural anomaly of the lymph nodes found near the neck and shoulders\"\" [MGI:cwg]\""
"MP:0005582"	"increased renin activity"	0	0.618	0.535128360641036	0.429	"\"greater than the normal ability of this enzyme to cleave angiotensionogen and create angiotensin I\"\" [RGD:cur]\""
"MP:0003554"	"phimosis"	0	0.57	0.495323475463606	0.43	"\"inability of the penis to protrude from the prepuce/foreskin; may be due to a narrow opening of the foreskin resulting in the inability to retract the distal foreskin over the glans penis\"\" [MGI:mberry, NCBI:matt]\""
"MP:0005532"	"abnormal vascular resistance"	0	0.57	0.495323475463606	0.43	"\"deviation from the normal force opposing the flow of blood through a vascular bed; it is equal to the difference in blood pressure across the vascular bed divided by the cardiac output\"\" [MESH:G09.330.553.660.921, MGI:cwg]\""
"MP:0004933"	"abnormal epididymis epithelium morphology"	0	0.59	0.513969030355102	0.432	"\"any structural anomaly of the layer of secretory cells which lines the epididymis\"\" [MGI:csmith]\""
"MP:0009434"	"paraparesis"	0	0.855	0.671137411731327	0.432	"\"a weakness affecting lower or hind limbs\"\" [MGI:llw2]\""
"MP:0010675"	"decreased activation-induced B cell apoptosis"	0	0.568	0.495602281695334	0.432	"\"decreased frequency of B cell apoptosis that occurs upon engagement of either the B cell receptor or CD40, but not both; the engagement leads to expression of fas or related receptors that make the B cell susceptible to fas-ligand mediated death\"\" [PMID:11032170]\""
"MP:0011952"	"decreased cardiac stroke volume"	0	0.657	0.56362103284802	0.432	"\"reduction in the volume of blood pushed into the aorta with each beat of the heart\"\" [MGI:csmith]\""
"MP:0000948"	"nonconvulsive seizures"	0	0.609	0.529527524685355	0.433	""
"MP:0003057"	"abnormal epicardium morphology"	0	0.776	0.631048510197292	0.433	"\"any structural anomaly of the visceral layer of the pericardium that surrounds and attaches to all the surfaces of the heart\"\" [ISBN:0-683-40008-8, MGI:anna]\""
"MP:0004815"	"abnormal somatic hypermutation frequency"	0	0.641	0.557161941835073	0.433	"\"any anomaly in the high frequency of programmed mutation that occurs in the gene segments encoding the variable regions of antibodies during the differentiation of individual B lymphocytes into antibody producing plasma cells\"\" [MGI:csmith]\""
"MP:0008192"	"abnormal germinal center B cell physiology"	0	0.572	0.501065930858472	0.434	"\"abnormal function of a rapidly cycling mature B cell which have downregulated IgD expression and exhibit high levels of binding by peanut agglutinin (PNA), and are involved in T-dependent immune responses; germinal center B cells are found typically in the germinal centers of lymph nodes\"\" [CL:0000844, GO:0002314, ISBN:0781735149]\""
"MP:0004818"	"increased skeletal muscle mass"	0	0.746	0.609799849012654	0.436	"\"increase in the physical bulk, or total amount of matter contained within skeletal muscle\"\" [MGI:csmith]\""
"MP:0005533"	"increased body temperature"	0	0.893	0.681186475948411	0.436	"\"greater than the level of heat natural to a living being\"\" [ISBN:0-683-40008-8, MGI:cwg, RGD:cur]\""
"MP:0008866"	"chromosomal instability"	0	1.027	0.977356754837366	0.436	"\"abnormalities of DNA metabolism, DNA repair, cell-cycle governance, or control of apoptosis that increase the probability that whole chromosomes or pieces of chromosomes are gained or lost during cell division, resulting in an imbalance in the number of chromosomes per cell (aneuploidy) and an enhanced rate of loss of heterozygosity\"\" [MGI:llw2, PMID:12446840]\""
"MP:0009400"	"decreased skeletal muscle fiber size"	0	0.714	0.610390511538782	0.436	"\"decrease in the size of the large multinucleated cells that make up the skeletal muscles\"\" [MGI:smb]\""
"MP:0004876"	"decreased mean systemic arterial blood pressure"	0	0.673	0.578277965519529	0.438	"\"decrease in the average arterial pressure during a single cardiac cycle\"\" [MGI:csmith]\""
"MP:0008080"	"\"abnormal CD8-positive, alpha-beta T cell differentiation\""	0	0.717	0.60603488206396	0.438	"\"atypical production of or inability to produce the regulatory subset of T lymphocytes that are involved in MHC class I restricted interactions\"\" [MGI:csmith]\""
"MP:0001825"	"arrested T cell differentiation"	0	0.74	0.645613519697982	0.439	"\"failure of T cell formation to proceed past a defined stage\"\" [MGI:cwg]\""
"MP:0002280"	"abnormal intercostal muscle morphology"	0	0.779	0.629726572057711	0.439	"\"any structural anomaly of the respiratory muscles that arise from the lower border of one rib and insert into the upper border of the adjoining rib\"\" [MESH:A02.633.567.900.500, MGI:csmith]\""
"MP:0001862"	"interstitial pneumonia"	0	0.811	0.64318946873584	0.44	"\"any of a group of inflammatory and fibrotic disorders of the lower respiratory tract, primarily affecting the supporting framework of the lung, including the alveolar wall, but may also involve the small airways and blood vessels of the lung parenchyma\"\" [ISBN:0-683-40008-8]\""
"MP:0002576"	"abnormal enamel morphology"	0	0.859	0.673477967399508	0.44	"\"any structural anomaly of the hard outer coating of the exposed portion of the tooth\"\" [ISBN:0-683-40008-8, MGI:csmith]\""
"MP:0003396"	"abnormal embryonic hematopoiesis"	0	0.926	0.70357588007195	0.44	"\"anomaly in the development of primarily large, nucleated erythroblasts as well as some megakaryocytes and primitive macrophages that circulate in the embryonic and extraembryonic tissues, and which occurs in blood islands in the yolk sac from E7-E11 in the mouse and through 10 weeks in humans\"\" [J:94136, MGI:smb]\""
"MP:0005360"	"urolithiasis"	0	0.695	0.591882864530918	0.44	"\"presence of calculi in any part of the urinary system\"\" [ISBN:0-683-40008-8, MGI:pvb]\""
"MP:0002191"	"abnormal artery morphology"	0	0.677	0.585673982701993	0.441	"\"any structural anomaly of the blood vessels that carry blood away from the heart\"\" [ISBN:0-683-40008-8, MGI:csmith]\""
"MP:0000473"	"abnormal stomach glandular epithelium morphology"	0	0.666	0.580328166454792	0.442	"\"any structural anomaly of the gland-containing epithelial layer of the stomach\"\" [ISBN:0-683-40008-8, MGI:tc, PMID:10227294]\""
"MP:0011409"	"increased renal glomerulus basement membrane thickness"	0	0.72	0.60825156799631	0.442	"\"increased width of the layer of extracellular matrix that lies between the endothelium of the glomerular capillaries and the podocytes of the inner or visceral layer of the Bowman capsule\"\" [MGI:anna]\""
"MP:0003227"	"abnormal vascular branching morphogenesis"	0	0.655	0.572977576614743	0.444	"\"increase, decrease or anomaly in the process by which new vessels sprout off pre-existing vessels\"\" [MGI:smb]\""
"MP:0005211"	"increased stomach mucosa thickness"	0	0.61	0.542396712927166	0.446	"\"greater than the normal depth or width of the of the mucous layer of the stomach wall\"\" [MGI:csmith]\""
"MP:0000472"	"abnormal stomach squamous epithelium morphology"	0	0.553	0.497431843008103	0.447	"\"any structural anomaly of the scaly epithelial layer of the stomach\"\" [ISBN:0-683-40008-8, MGI:tc, PMID:10227294]\""
"MP:0001606"	"impaired hematopoiesis"	0	0.79	0.651401814799686	0.447	""
"MP:0006362"	"abnormal male germ cell morphology"	0	0.889	0.69509867081024	0.447	"\"any structural anomaly of male germ cells whether they are undifferentiated or fully differentiated\"\" [MGI:llw2]\""
"MP:0008483"	"increased spleen germinal center size"	0	0.627	0.555138882784461	0.447	"\"greater size of spleen secondary B follicles where rapid B-cell proliferation, somatic hypermutation, and selection for antigen binding occurs\"\" [PMID:17495967]\""
"MP:0000468"	"abnormal esophageal epithelium morphology"	0	0.564	0.508096607115381	0.448	"\"any structural anomaly of the epithelial layer that lines the luminal space of the esophagus\"\" [ISBN:0-683-40008-8]\""
"MP:0004813"	"absent linear vestibular evoked potential"	0	0.913	0.705640793129854	0.449	"\"absence of the biphasic response elicited by linear acceleration transients (usually jerk pulses to an animal's head)\"\" [MGI:csmith]\""
"MP:0009417"	"skeletal muscle atrophy"	0	0.689	0.607163608632507	0.45	"\"acquired diminution of the size of skeletal muscle tissue associated with wasting as from death and reabsorbtion of cells, diminished cellular proliferation, decreased cellular volume, pressure, ischemia, malnutrition, reduced function or malfunction, or hormonal changes; occurs with age, immobilization, weightlessness, malnutrition or denervation\"\" [ISBN:0-683-40008-8, MGI:csmith]\""
"MP:0000091"	"short premaxilla"	0	0.698	0.600963523982244	0.452	"\"reduced length of the anterior and interior portion of the maxilla\"\" [ISBN:0-683-40008-8, PMID:9949198]\""
"MP:0002691"	"small stomach"	0	0.573	0.520520837183241	0.453	"\"reduced size of the stomach\"\" [MGI:dlb]\""
"MP:0005620"	"abnormal muscle contractility"	0	0.99	0.728306549764885	0.453	"\"aberrant ability of a muscle to shorten or to develop increased tension\"\" [ISBN:0-683-40008-8]\""
"MP:0011405"	"tubulointerstitial nephritis"	0	0.838	0.687188640933644	0.453	"\"diffuse or local inflammation and edema of the interstitial tissue of the kidney, including the renal tubules; usually secondary to drug sensitization, systemic infection, graft rejection, or autoimmune disease\"\" [MGI:anna]\""
"MP:0001784"	"abnormal fluid regulation"	0	0.913	0.723847328485058	0.454	"\"any anomaly in the control of intracellular and/or extracellular fluid\"\" [MGI:cwg]\""
"MP:0005643"	"decreased dopamine level"	0	0.868	0.692138031793554	0.455	"\"less than the normal amount of this catecholamine neurotransmitter and neurohormone, derived from tyrosine and the precursor to norepinephrine and epinephrine; functions as a neurotransmitter in the brain and as a hormone to inhibit the release of prolactin from the anterior lobe of the pituitary\"\" [MESH:D02.092.211.215.311.342]\""
"MP:0010418"	"perimembraneous ventricular septal defect"	0	0.911	0.712451111716858	0.455	""
"MP:0003304"	"large intestinal inflammation"	0	0.874	0.668259358760183	0.456	"\"local accumulation of fluid, plasma proteins, and leukocytes in the large intestine\"\" [NCBI:matt]\""
"MP:0003824"	"decreased left ventricle developed pressure"	0	0.544	0.498309454367778	0.456	"\"decrease in the difference between left ventricular systolic and diastolic pressures\"\" [RGD:cur]\""
"MP:0004543"	"abnormal sperm physiology"	0	0.95	0.718342547825211	0.456	"\"anomaly in the normal function of spermatozoa\"\" [MGI:monikat]\""
"MP:0008037"	"abnormal T cell morphology"	0	0.885	0.715742472742318	0.457	"\"any structural anomaly of lymphocytes that are responsible for cell-mediated immunity and immune system regulation\"\" [MGI:csmith]\""
"MP:0002769"	"abnormal vas deferens morphology"	0	0.663	0.594798104220907	0.458	"\"any structural anomaly of the secretory duct of the testicle that carries spermatozoa, running from the epididymis, of which it is the continuation, to the prostatic urethra where it terminates to form ejaculatory duct\"\" [ISBN:0-683-40008-8, MGI:pvb]\""
"MP:0006085"	"myocardial necrosis"	0	0.981	0.742421841132244	0.458	"\"morphological changes resulting from pathological death of myocardial tissue; usually due to irreversible damage\"\" [ISBN:0-683-40008-8]\""
"MP:0010301"	"increased stomach tumor incidence"	0	0.884	0.686305336577689	0.458	""
"MP:0010579"	"increased heart left ventricle size"	0	0.592	0.540210910504247	0.458	""
"MP:0010895"	"increased lung compliance"	0	0.795	0.665896702513549	0.458	"\"increased ability of the lung to distend in response to pressure without disruption, usually expressed as the unit volume of change in the lung per unit of pressure\"\" [ISBN:070202788]\""
"MP:0004842"	"abnormal large intestine crypts of Lieberkuhn morphology"	0	0.867	0.701286534023578	0.462	"\"any structural anomaly of the tubular intestinal glands found in the mucosal membranes of the large intestine\"\" [ISBN:0-683-40008-8]\""
"MP:0002813"	"microcytosis"	0	0.827	0.688145729147936	0.464	"\"the presence of unusually small erythrocytes in the circulating blood\"\" [ISBN:0-683-40008-8]\""
"MP:0000512"	"intestinal ulcer"	0	0.922	0.679984101562954	0.465	"\"lesions in the mucous lining of the intestine\"\" [MGI:cwg]\""
"MP:0005564"	"increased hemoglobin content"	0	0.913	0.723847328485058	0.465	"\"increase in the total hemoglobin content in the circulating blood\"\" [MGI:csmith, RGD:cur]\""
"MP:0004567"	"decreased myocardial fiber number"	0	0.57	0.53045393898187	0.466	"\"decreased number of the terminally differentiated, non-proliferative, cardiac muscle fibers, the multinucleated muscle cells of the heart\"\" [MGI:monikat]\""
"MP:0001354"	"increased aggression towards males"	0	0.927	0.73362743215423	0.467	"\"when compared to controls, subjects exhibit greater than the normal level of domineering, assaultive posture and/or hostile physical action toward male mice\"\" [ISBN:0-395-70869-9, ISBN:0-683-40008-8]\""
"MP:0008528"	"polycystic kidney"	0	0.852	0.710352448155562	0.467	""
"MP:0010498"	"abnormal interventricular septum muscular part morphology"	0	0.53	0.499348925451281	0.47	"\"any structural anomaly of the muscular portion of the wall between the two lower chambers of the heart\"\" [MGI:csmith]\""
"MP:0003543"	"abnormal vascular endothelial cell differentiation"	0	0.91	0.691649028321719	0.471	"\"anomaly in the process whereby a relatively unspecialized cell acquires specialized features of an endothelial cell\"\" [MGI:smb]\""
"MP:0013241"	"embryo tissue necrosis"	0	0.933	0.730098653638016	0.471	"\"morphological changes resulting from pathological death of some or all embryo tissue; usually due to irreversible damage\"\" [MGI:csmith]\""
"MP:0013283"	"failure of ventral body wall closure"	0	0.557	0.526334521030141	0.473	"\"failure of the lateral body wall folds (a combination of mesoderm and ectoderm arising on each side of the embryo) to progress ventrally and meet in the midline and/or fuse to close the ventral body wall; normally, this closure is aided by growth of the head and tail folds that cause the embryo to curve into the fetal position and is complete except in the region of the connecting stalk (future umbilical cord); if closure fails, ventral body wall defects occur in the thorax, abdomen, and pelvis and involve the heart (ectopia cordis), abdominal viscera (gastroschisis), and/or urogenital organs (bladder or cloacal exstrophy), depending upon the location and size of the abnormality\"\" [http://www.nbdpn.org/current/2008pdf/AMPresentations/EmbryologySadler.pdf, https://www.inkling.com/read/langmans-medical-embryology-thomas-sadler-12th/chapter-7/ch07-clinical-correlates-01, MGI:anna]\""
"MP:0008022"	"dilated heart ventricle"	0	0.937	0.748057879171519	0.475	"\"the luminal space of the lower chambers of the heart is increased in volume or area, usually with an increase in contained fluid\"\" [MGI:csmith]\""
"MP:0009661"	"abnormal pregnancy"	0	0.729	0.638722918773835	0.475	"\"any anomaly in the process of maintaining a developing embryo or fetus within the female body from conception to birth\"\" [ISBN:0198542771, MGI:llw2]\""
"MP:0001792"	"impaired wound healing"	0	0.878	0.725011476903395	0.477	"\"reduced ability or inability to self-repair and close wounds\"\" [J:65302, MGI:cwg]\""
"MP:0011093"	"complete embryonic lethality at implantation"	0	0.673	0.613553133353133	0.477	"\"death of all organisms of a given genotype in a population at the point of implantation (Mus: E4.5)\"\" [MGI:csmith]\""
"MP:0011402"	"renal cast"	0	0.93	0.738678309987267	0.478	"\"any of the various casts formed from gelled protein precipitated in the distal convoluted tubules and collecting ducts of nephrons and molded to the tubular or duct lumen which dislodge and pass into the urine; types named for their constituent material include acellular casts (e.g. granular, hyaline, waxy, or fatty casts) and cellular casts (e.g. red or white blood cell casts)\"\" [MGI:anna]\""
"MP:0003463"	"abnormal single cell response"	0	0.783	0.707397633167804	0.482	"\"altered values from controls obtained upon extra- or intracellular recordings from single cells\"\" [MGI:Nmice]\""
"MP:0004091"	"abnormal Z lines"	0	0.584	0.556105433576452	0.482	"\"any structural anomaly in the cross-striation bisecting the I band of striated muscle myofibrils and serving as the anchoring point of actin filaments at either end of the sarcomere\"\" [MGI:anna]\""
"MP:0008965"	"increased basal metabolism"	0	0.936	0.748641746407762	0.482	"\"increase in heat production of an organism at the lowest level of cell chemistry in an inactive, awake, and fasting state\"\" [MESH:E01.370.374.750.100]\""
"MP:0010279"	"increased gastrointestinal tumor incidence"	0	0.977	0.746343103423639	0.482	"\"greater than the expected number of tumors originating in the gastrointestinal system in a given population in a given time period\"\" [MGI:csmith]\""
"MP:0003222"	"increased cardiomyocyte apoptosis"	0	0.745	0.66514465901593	0.484	"\"increase in the number of cardiac muscle cells undergoing programmed cell death\"\" [RGD:cur]\""
"MP:0009402"	"decreased skeletal muscle fiber diameter"	0	0.886	0.722167242074525	0.485	"\"decreased width of the cross-sectional distance that extends from one lateral edge of a skeletal muscle fiber, through its center and to the opposite lateral edge\"\" [MGI:csmith]\""
"MP:0008039"	"increased NK T cell number"	0	0.654	0.610456105429913	0.486	"\"greater number of the distinct lineage of T cells expressing natural killer cell markers and having T cell receptors characterized by the usage of a restricted repertoire of variable region gene segments\"\" [GO:0001865]\""
"MP:0008501"	"increased IgG2b level"	0	0.851	0.719247048180468	0.486	"\"greater than normal immunoglobulin class G2b level\"\" [MGI:tmeehan]\""
"MP:0010698"	"abnormal impulsive behavior control"	0	0.945	0.701760263528413	0.486	"\"any anomaly in the ability of an individual to exert restraint over behavior\"\" [MGI:smb]\""
"MP:0011190"	"thick embryonic epiblast"	0	0.522	0.513594956925961	0.492	"\"increased thickness of the transient structure derived from the inner cell mass which lies above the hypoblast; the epiblast tissue gives rise to the three primary germ layers (ectoderm, definitive endoderm, and mesoderm) and to the extraembryonic mesoderm of the visceral yolk sac, the allantois, and the amnion\"\" [http://discovery.lifemapsc.com/in-vivo-development/epiblast/epiblast, PMID:21123814]\""
"MP:0002718"	"abnormal inner cell mass morphology"	0	0.833	0.725008025222229	0.494	"\"any structural anomaly of the cells of the blastocyst that develop into the body of the embryo and some extraembryonic tissues\"\" [ISBN:0-683-40008-8, MGI:pvb]\""
"MP:0004502"	"decreased incidence of tumors by chemical induction"	0	0.993	0.799744078184134	0.494	"\"lower than normal frequency of tumor incidence induced by one or more chemical carcinogens or mutagens\"\" [MGI:smb]\""
"MP:0006267"	"abnormal intercalated disc morphology"	0	0.776	0.685780062625252	0.494	"\"any structural anomaly in the electron dense junctional complex, at the end to end contacts of cardiac muscle cells, that contains two types of membrane junctions i.e. gap junctions and desmosomes; the intercalated discs permit communication between the cells such that there is a sequential contraction of the cells from the bottom of the ventricle to the top, facilitating maximal ejection of blood from the ventricle during contraction\"\" [MGI:anna, MGI:csmith]\""
"MP:0008044"	"increased NK cell number"	0	0.763	0.703794235786516	0.494	"\"greater number of lymphocytes that can spontaneously kill a variety of target cells without prior antigenic activation via germline encoded activation receptors, and also regulate immune responses via cytokine release and direct contact with other cells\"\" [ISBN:0781735149, MGI:csmith, PMID:15771571]\""
"MP:0003444"	"abnormal neurotransmitter uptake"	0	0.529	0.522907671039958	0.495	"\"aberration in the reabsorbtion of endogenous signaling molecules released into a synaptic cleft; neurotransmitters are released on excitation from the axon terminal of a presynaptic neuron of the central or peripheral nervous system and travel across the synaptic cleft to either excite or inhibit the target cell\"\" [GO:0007269, MGI:csmith]\""
"MP:0004631"	"abnormal auditory cortex morphology"	0	0.994	0.718665764093769	0.495	"\"any structural anomaly in the region of the cerebral cortex that receives the auditory radiation from the medial geniculate body, a thalamic cell group receiving auditory input from the cochlear nuclei in the rhombencephalon and is responsible for processing of auditory (sound) information\"\" [MGI:anna]\""
"MP:0008177"	"increased germinal center B cell number"	0	0.921	0.719219212949902	0.496	"\"greater number of rapidly cycling mature B cells which have downregulated IgD expression and exhibit high levels of binding by peanut agglutinin (PNA), and are involved in T-dependent immune responses; germinal center B cells are found typically in the germinal centers of lymph nodes and spleen\"\" [CL:0000844, GO:0002314, ISBN:0781735149]\""
"MP:0000273"	"overriding aortic valve"	0	0.962	0.770161768168967	0.497	""
"MP:0012111"	"failure of morula compaction"	0	0.569	0.56352156707313	0.497	"\"inability to initiate or maintain the first cell differentiation event in mammalian development, occurring at the late eight-cell stage in the mouse, whereby cells on the outer part of the morula become flattened and bound tightly together with the formation of desmosomes and gap junctions, becoming nearly indistinguishable\"\" [MGI:anna]\""
"MP:0002703"	"abnormal renal tubule morphology"	0	0.991	0.788378424705129	0.498	"\"any structural anomaly of the loops of Henle, the proximal convoluted tubule or the distal convoluted tubule\"\" [MGI:csmith]\""
"MP:0002801"	"abnormal long term object recognition memory"	0	0.735	0.673222272528344	0.502	"\"anomaly in long-term memory for objects that is consolidated over hours and days after training\"\" [MGI:CFG]\""
